answer,question,context,gemma_query,rouge1,rouge2,rougeL,exact_match,bleu_score
SELECT COUNT(opponents) FROM table_21035326_1 WHERE game = 4,What is the total number of opponents played against the bears in game 4?,"CREATE TABLE table_21035326_1 (opponents VARCHAR, game VARCHAR)",SELECT COUNT(opponents) FROM table_21035326_1 WHERE game = 4,0.999999995,0.999999995,0.999999995,1,1.0
"SELECT surface FROM table_26309085_1 WHERE partner = ""John Alexander""",What was the surface when he played with John Alexander? ,"CREATE TABLE table_26309085_1 (surface VARCHAR, partner VARCHAR)","SELECT surface FROM table_26309085_1 WHERE partner = ""John Alexander""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT event FROM table_name_6 WHERE year = 2002 AND competition = ""european indoor championships""","What is the Event, when Year is 2002, and when Competition is European Indoor Championships?","CREATE TABLE table_name_6 (event VARCHAR, year VARCHAR, competition VARCHAR)","SELECT event FROM table_name_6 WHERE year = 2002 AND competition = ""european indoor championships""",0.999999995,0.999999995,0.999999995,1,1.0
SELECT venue FROM table_name_89 WHERE against = 25,Which Venue has Against of 25?,"CREATE TABLE table_name_89 (venue VARCHAR, against VARCHAR)",SELECT venue FROM table_name_89 WHERE against = 25,0.999999995,0.999999995,0.999999995,1,1.0
SELECT result FROM table_name_4 WHERE week = 1,What was the result of the game on week 1?,"CREATE TABLE table_name_4 (result VARCHAR, week VARCHAR)",SELECT result FROM table_name_4 WHERE week = 1,0.999999995,0.999999995,0.999999995,1,1.0
"SELECT COUNT(founding_date) FROM table_28436909_4 WHERE canadian_chapters = ""1 Active, 1 Inactive""","When 1 active, 1 inactive is the canadian chapters how many founding dates are there?","CREATE TABLE table_28436909_4 (founding_date VARCHAR, canadian_chapters VARCHAR)",SELECT COUNT(founding_date) FROM table_28436909_4 WHERE canadian_chapters = 1,0.8421052582825486,0.7058823480968859,0.8421052582825486,0,0.6967212594723009
"SELECT date FROM table_name_11 WHERE match < 14 AND ground = ""h"" AND opponent = ""aston villa under 18s""",On what date is there a match lower than 14 with a ground of H and the opponent Aston Villa under 18s?,"CREATE TABLE table_name_11 (date VARCHAR, opponent VARCHAR, match VARCHAR, ground VARCHAR)","SELECT date FROM table_name_11 WHERE match = 14 AND ground = ""h"" AND opponent = ""aston villa""",0.8387096724661812,0.7647058773702423,0.8387096724661812,0,0.7899311941692817
"SELECT COUNT(laps) FROM table_name_3 WHERE constructor = ""toyota"" AND time_retired = ""+13.409""",How many laps had a constructor of toyota and a Time/Retired of +13.409?,"CREATE TABLE table_name_3 (laps VARCHAR, constructor VARCHAR, time_retired VARCHAR)","SELECT laps FROM table_name_3 WHERE constructor = ""toyota"" AND time_retired = ""+13.409""",0.9166666616666667,0.8333333283333335,0.9166666616666667,0,0.8141396877633189
SELECT tournament FROM table_name_70 WHERE winning_score = 65 - 67 - 68 - 67 = 267,What is the Tournament when the winning score was 65-67-68-67=267?,"CREATE TABLE table_name_70 (tournament VARCHAR, winning_score VARCHAR)",SELECT tournament FROM table_name_70 WHERE winning_score = 65-67-68-67 = 267,0.7619047570068028,0.6086956474102081,0.7619047570068028,0,1.0
"SELECT loss FROM table_name_52 WHERE date = ""september 8""",Who did the team lose to on September 8?,"CREATE TABLE table_name_52 (loss VARCHAR, date VARCHAR)","SELECT loss FROM table_name_52 WHERE date = ""september 8""",0.999999995,0.999999995,0.999999995,1,1.0
SELECT COUNT(1990) FROM table_1817852_1 WHERE to_iran = 4 AND survived < 12.0,If 4 went to iran and the amount that survived was less than 12.0 how many were there in 1990?,"CREATE TABLE table_1817852_1 (to_iran VARCHAR, survived VARCHAR)",SELECT COUNT(to_iran) FROM table_1817852_1 WHERE survived = 12,0.6666666619501135,0.2105263111357342,0.5714285667120181,0,0.46828384775936693
"SELECT method FROM table_name_87 WHERE event = ""cage warriors 39""",What was the method of resolution for the fight at cage warriors 39?,"CREATE TABLE table_name_87 (method VARCHAR, event VARCHAR)","SELECT method FROM table_name_87 WHERE event = ""cage warriors 39""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT score FROM table_16864968_9 WHERE opponent = ""Philadelphia Flyers""",Name the score for philadelphia flyers ,"CREATE TABLE table_16864968_9 (score VARCHAR, opponent VARCHAR)","SELECT score FROM table_16864968_9 WHERE opponent = ""Philadelphia Flyers""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT COUNT(population__1991_) FROM table_2562572_2 WHERE city___municipality = ""Bečej""",What is the number of 1991 populations named Bečej?,"CREATE TABLE table_2562572_2 (population__1991_ VARCHAR, city___municipality VARCHAR)","SELECT COUNT(population__1991_) FROM table_2562572_2 WHERE city___municipality = ""Bečej""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT indication FROM table_name_50 WHERE status = ""phase 2b""",What did the phase 2b status target?,"CREATE TABLE table_name_50 (indication VARCHAR, status VARCHAR)","SELECT indication FROM table_name_50 WHERE status = ""phase 2b""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT gold_coast FROM table_name_8 WHERE melbourne = ""yes"" AND auckland = ""yes""","Which Gold Coast has Melbourne yes, and Auckland yes?","CREATE TABLE table_name_8 (gold_coast VARCHAR, melbourne VARCHAR, auckland VARCHAR)","SELECT gold_coast FROM table_name_8 WHERE melbourne = ""yes"" AND auckland = ""yes""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT COUNT(ngc_number) FROM table_name_86 WHERE constellation = ""sagittarius"" AND object_type = ""diffuse nebula"" AND declination___j2000__ = ""°02′""",Name the total number of NGC number for sagittarius and diffuse nebula with declination of °02′,"CREATE TABLE table_name_86 (ngc_number VARCHAR, declination___j2000__ VARCHAR, constellation VARCHAR, object_type VARCHAR)","SELECT COUNT(ngc_number) FROM table_name_86 WHERE declination___j2000__ = ""°02′"" AND",0.782608690888469,0.49999999555555563,0.6956521691493385,0,0.5326910350651234
"SELECT COUNT(song) FROM table_19763199_5 WHERE artist = ""Solydo""",Name the number of song for solydo,"CREATE TABLE table_19763199_5 (song VARCHAR, artist VARCHAR)","SELECT COUNT(song) FROM table_19763199_5 WHERE artist = ""Solya""",0.874999995,0.8571428521428571,0.874999995,0,0.8843946454355334
"SELECT AVG(goals_for) FROM table_name_53 WHERE goals_against > 59 AND club = ""real avilés cf"" AND goal_difference > -10","What is teh average amount of goals for club real avilés cf, which has more than 59 goals against and a -10 goal difference?","CREATE TABLE table_name_53 (goals_for INTEGER, goal_difference VARCHAR, goals_against VARCHAR, club VARCHAR)","SELECT AVG(goals_for) FROM table_name_53 WHERE goal_difference = ""–10"" AND club = ""real avilés cf"" AND goals_against > 59",0.937499995,0.7058823479411767,0.749999995,0,0.7345121833785294
SELECT score FROM table_name_30 WHERE february > 4 AND game = 61,What was the score after february 4 in the game 61?,"CREATE TABLE table_name_30 (score VARCHAR, february VARCHAR, game VARCHAR)",SELECT score FROM table_name_30 WHERE february = 4 AND game = 61,0.9565217341398866,0.8181818131818183,0.9565217341398866,0,0.8153551038173115
"SELECT deputy_prime_minister FROM table_name_8 WHERE term = ""7th legislature"" AND left_office = ""2004""",Which deputy prime minister left office in 2004 and was in the 7th legislature?,"CREATE TABLE table_name_8 (deputy_prime_minister VARCHAR, term VARCHAR, left_office VARCHAR)","SELECT deputy_prime_minister FROM table_name_8 WHERE term = ""2004"" AND left_office = ""2004""",0.9090909041322315,0.8181818132231407,0.9090909041322315,0,0.8604852743887371
"SELECT country FROM table_name_49 WHERE player = ""rocco mediate""",What Country is Rocco Mediate from?,"CREATE TABLE table_name_49 (country VARCHAR, player VARCHAR)","SELECT country FROM table_name_49 WHERE player = ""rocco mediate""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT time_retired FROM table_name_55 WHERE driver = ""emerson fittipaldi""",What is the time/retired for the driver emerson fittipaldi?,"CREATE TABLE table_name_55 (time_retired VARCHAR, driver VARCHAR)","SELECT time_retired FROM table_name_55 WHERE driver = ""emerson fittipaldi""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT result FROM table_21058823_1 WHERE opponent = ""Memphis""",What did they do against Memphis?,"CREATE TABLE table_21058823_1 (result VARCHAR, opponent VARCHAR)","SELECT result FROM table_21058823_1 WHERE opponent = ""Memphis""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT attendance FROM table_name_38 WHERE opponent = ""philadelphia eagles""",Opponent of Philadelphia eagles had what attendance?,"CREATE TABLE table_name_38 (attendance VARCHAR, opponent VARCHAR)","SELECT attendance FROM table_name_38 WHERE opponent = ""philadelphia eagles""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT home_team AS score FROM table_name_75 WHERE home_team = ""essendon""",What was the score when essendon was the home team?,CREATE TABLE table_name_75 (home_team VARCHAR),"SELECT home_team AS score FROM table_name_75 WHERE home_team = ""essendon""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT group_7 FROM table_19523142_5 WHERE group_11 = ""Persikos Sorong City""","When  persikos sorong city played in group 11, who played in group 7?","CREATE TABLE table_19523142_5 (group_7 VARCHAR, group_11 VARCHAR)","SELECT group_7 FROM table_19523142_5 WHERE group_11 = ""persikos sorong city""",0.699999995,0.6666666616666668,0.699999995,0,0.794834366062997
"SELECT damage__millions_usd__ FROM table_name_58 WHERE storm_name = ""three""",What is the damage of storm three?,"CREATE TABLE table_name_58 (damage__millions_usd__ VARCHAR, storm_name VARCHAR)","SELECT COUNT(damage__millions_usd__) FROM table_name_58 WHERE storm_name = ""storm three""",0.7058823479584776,0.5333333283555556,0.7058823479584776,0,0.6943209557830425
"SELECT score FROM table_23486853_7 WHERE date = ""February 9""",What scores happened on February 9?,"CREATE TABLE table_23486853_7 (score VARCHAR, date VARCHAR)","SELECT score FROM table_23486853_7 WHERE date = ""February 9""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT school FROM table_24540893_6 WHERE position = ""RB""",What school did the rb drafted attend?,"CREATE TABLE table_24540893_6 (school VARCHAR, position VARCHAR)","SELECT school FROM table_24540893_6 WHERE position = ""RB""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT MAX(games) FROM table_name_75 WHERE team = ""ciudad de la laguna"" AND points > 357","What are the Highest Games, when Team is Ciudad De La Laguna, and when Points are greater than 357?","CREATE TABLE table_name_75 (games INTEGER, team VARCHAR, points VARCHAR)","SELECT MAX(games) FROM table_name_75 WHERE team = ""ciudad de la laguna"" AND points > 357",0.999999995,0.999999995,0.999999995,1,1.0
SELECT SUM(draws) FROM table_name_23 WHERE wins > 14,Which Draws have Wins larger than 14?,"CREATE TABLE table_name_23 (draws INTEGER, wins INTEGER)",SELECT AVG(draws) FROM table_name_23 WHERE wins > 14,0.874999995,0.7142857092857143,0.874999995,0,0.8666415730847504
"SELECT clubdesc FROM club WHERE clubname = ""Pen and Paper Gaming""","Find the description of the club ""Pen and Paper Gaming"".","CREATE TABLE club (clubdesc VARCHAR, clubname VARCHAR)","SELECT clubdesc FROM club WHERE clubname = ""Pen and Paper Gaming""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT SUM(season) FROM table_name_34 WHERE runner_s__up = ""tenley molzahn""",What was the season that the runner -up was Tenley Molzahn?,"CREATE TABLE table_name_34 (season INTEGER, runner_s__up VARCHAR)","SELECT season FROM table_name_34 WHERE runner_s__up = ""tenley molzahn""",0.888888883888889,0.749999995,0.888888883888889,0,0.7877748498984176
"SELECT company FROM table_20667854_1 WHERE index_weighting___percentage = ""1"" AND city = ""Dimitrovgrad""",What is every company with an index weighting % of 1 and the city of Dimitrovgrad?,"CREATE TABLE table_20667854_1 (company VARCHAR, index_weighting___percentage VARCHAR, city VARCHAR)","SELECT company FROM table_20667854_1 WHERE index_weighting___percentage = ""1%"" AND city = ""Dimitrovgrad""",0.9090909040909091,0.8181818131818183,0.9090909040909091,0,0.8985396083419646
"SELECT year_s__withdrawn FROM table_name_90 WHERE year_made = ""1876""",What year was the locomotive withdrawn that was made in 1876?,"CREATE TABLE table_name_90 (year_s__withdrawn VARCHAR, year_made VARCHAR)",SELECT year_s__withdrawn FROM table_name_90 WHERE year_made = 1876,0.874999995,0.8571428521428571,0.874999995,0,0.8599822348550592
"SELECT grid FROM table_name_96 WHERE manufacturer = ""ducati"" AND laps < 22",What grid is Ducati with fewer than 22 laps?,"CREATE TABLE table_name_96 (grid VARCHAR, manufacturer VARCHAR, laps VARCHAR)","SELECT grid FROM table_name_96 WHERE manufacturer = ""ducati"" AND laps = 22",0.9565217341398866,0.8181818131818183,0.9565217341398866,0,0.8915993127600096
"SELECT place FROM table_name_18 WHERE player = ""lon hinkle""",What place in Lon Hinkle in?,"CREATE TABLE table_name_18 (place VARCHAR, player VARCHAR)","SELECT place FROM table_name_18 WHERE player = ""lon hinkle""",0.999999995,0.999999995,0.999999995,1,1.0
SELECT COUNT(total) FROM table_name_47 WHERE play_offs < 0,How many totals have a play-off less than 0?,"CREATE TABLE table_name_47 (total VARCHAR, play_offs INTEGER)",SELECT COUNT(total) FROM table_name_47 WHERE play_offs < 0,0.999999995,0.999999995,0.999999995,1,1.0
"SELECT SUM(goals) FROM table_name_48 WHERE team = ""torpedo moscow"" AND division = 1 AND apps < 29",What is the sum of goals for Torpedo Moscow in division 1 with an apps value less than 29?,"CREATE TABLE table_name_48 (goals INTEGER, apps VARCHAR, team VARCHAR, division VARCHAR)","SELECT SUM(goals) FROM table_name_48 WHERE division = ""div 1"" AND apps < 29",0.7857142807397959,0.5714285665306124,0.7857142807397959,0,0.5859942295556287
"SELECT chassis FROM table_name_32 WHERE year > 1990 AND entrant = ""fondmetal f1 spa""",Which chassis did fondmetal f1 spa use after 1990?,"CREATE TABLE table_name_32 (chassis VARCHAR, year VARCHAR, entrant VARCHAR)","SELECT chassis FROM table_name_32 WHERE year = 1990 AND entrant = ""fondmetal f1 spa""",0.9629629579698218,0.8461538411538462,0.9629629579698218,0,0.8578928092681435
"SELECT results FROM table_1341423_9 WHERE district = ""Florida 14""",How did the election in the Florida 14 district end?,"CREATE TABLE table_1341423_9 (results VARCHAR, district VARCHAR)","SELECT results FROM table_1341423_9 WHERE district = ""Florida 14""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT COUNT(high_rebounds) FROM table_22822559_4 WHERE date = ""November 27""",What was the total number of rebounds on november 27?,"CREATE TABLE table_22822559_4 (high_rebounds VARCHAR, date VARCHAR)","SELECT high_rebounds FROM table_22822559_4 WHERE date = ""November 27""",0.888888883888889,0.749999995,0.888888883888889,0,0.7048590795061649
SELECT class FROM table_name_36 WHERE year = 1968,Which class has a Year of 1968?,"CREATE TABLE table_name_36 (class VARCHAR, year VARCHAR)",SELECT class FROM table_name_36 WHERE year = 1968,0.999999995,0.999999995,0.999999995,1,1.0
"SELECT engine_† FROM table_name_34 WHERE tyre = ""m"" AND driver = ""fernando alonso""",what is the engine when the tyre is m and the driver is fernando alonso?,"CREATE TABLE table_name_34 (engine_† VARCHAR, tyre VARCHAR, driver VARCHAR)","SELECT engine_† FROM table_name_34 WHERE tyre = ""m"" AND driver = ""fernando alonso""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT MAX(game) FROM table_name_62 WHERE record = ""24-23""",What is the highest game with a 24-23 record?,"CREATE TABLE table_name_62 (game INTEGER, record VARCHAR)","SELECT MAX(game) FROM table_name_62 WHERE record = ""24-23""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT condition FROM table_name_46 WHERE partial_thromboplastin_time = ""unaffected"" AND platelet_count = ""unaffected"" AND prothrombin_time = ""unaffected""","Which Condition has an unaffected Partial thromboplastin time, Platelet count, and a Prothrombin time?","CREATE TABLE table_name_46 (condition VARCHAR, prothrombin_time VARCHAR, partial_thromboplastin_time VARCHAR, platelet_count VARCHAR)","SELECT condition FROM table_name_46 WHERE prothrombin_time = ""unaffected"" AND partial_thromboplastin_time = ""unaffected"" AND platelet_count = ""decreased""",0.9565217341398866,0.7999999950080001,0.6956521689224953,0,0.8467927833728918
"SELECT race FROM table_name_5 WHERE margin = ""8""",Which race has a Margin of 8?,"CREATE TABLE table_name_5 (race VARCHAR, margin VARCHAR)","SELECT race FROM table_name_5 WHERE margin = ""8""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT record FROM table_name_37 WHERE opponent = ""jeff williams""",what is the record when the opponent is jeff williams?,"CREATE TABLE table_name_37 (record VARCHAR, opponent VARCHAR)","SELECT record FROM table_name_37 WHERE opponent = ""jeff williams""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT SUM(gold) FROM table_name_88 WHERE nation = ""guatemala"" AND silver < 0",What is the total amount of Gold from guatemala and silver smaller than 0?,"CREATE TABLE table_name_88 (gold INTEGER, nation VARCHAR, silver VARCHAR)","SELECT SUM(gold) FROM table_name_88 WHERE nation = ""guatemala"" AND silver < 0",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT rider FROM table_name_17 WHERE time = ""1:23.32.41""",Who had the time of 1:23.32.41?,"CREATE TABLE table_name_17 (rider VARCHAR, time VARCHAR)","SELECT rider FROM table_name_17 WHERE time = ""1:23.32.41""",0.999999995,0.999999995,0.999999995,1,1.0
SELECT SUM(goal_difference) FROM table_name_27 WHERE goals_against < 33 AND draws > 13,"What is the goal difference sum that has goals against smaller than 33, draws larger than 13?","CREATE TABLE table_name_27 (goal_difference INTEGER, goals_against VARCHAR, draws VARCHAR)",SELECT SUM(goal_difference) FROM table_name_27 WHERE goals_against < 33 AND draws < 13,0.9565217341398866,0.8181818131818183,0.9565217341398866,0,0.9173176373893104
SELECT state FROM table_name_98 WHERE elected_assumed_office = 2013,What state had an elected/assumed office in 2013?,"CREATE TABLE table_name_98 (state VARCHAR, elected_assumed_office VARCHAR)","SELECT state FROM table_name_98 WHERE elected_assumed_office = ""2013""",0.874999995,0.8571428521428571,0.874999995,0,0.8305389167974837
"SELECT date FROM table_name_71 WHERE opponent = ""indiana state college""",What is the Date with an Opponent that is indiana state college?,"CREATE TABLE table_name_71 (date VARCHAR, opponent VARCHAR)","SELECT date FROM table_name_71 WHERE opponent = ""indiana state college""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT region FROM table_name_12 WHERE host = ""stanford university""",Which region has Stanford University as host?,"CREATE TABLE table_name_12 (region VARCHAR, host VARCHAR)","SELECT region FROM table_name_12 WHERE host = ""stanford university""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT genre FROM table_name_49 WHERE developer = ""microvision""",In what genre did Microvision develop a game?,"CREATE TABLE table_name_49 (genre VARCHAR, developer VARCHAR)","SELECT genre FROM table_name_49 WHERE developer = ""microvision""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT competition FROM table_name_32 WHERE date = ""november 17, 2003""","What competition listed is dated November 17, 2003?","CREATE TABLE table_name_32 (competition VARCHAR, date VARCHAR)","SELECT competition FROM table_name_32 WHERE date = ""november 17, 2003""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT drawn FROM table_name_11 WHERE points_against = ""correct as of 08:50 10 may 2009""",What is the Drawn number with a Points against of correct as of 08:50 10 may 2009?,"CREATE TABLE table_name_11 (drawn VARCHAR, points_against VARCHAR)","SELECT drawn FROM table_name_11 WHERE points_against = ""102""",0.6363636317355372,0.59999999545,0.6363636317355372,0,0.5314155241952367
"SELECT opponent FROM table_name_74 WHERE date = ""may 20""",Who was the opponent on May 20?,"CREATE TABLE table_name_74 (opponent VARCHAR, date VARCHAR)","SELECT opponent FROM table_name_74 WHERE date = ""may 20""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT winner FROM table_name_56 WHERE tournament = ""graz-seiersberg""",Who was the winner in the Tournament of Graz-Seiersberg?,"CREATE TABLE table_name_56 (winner VARCHAR, tournament VARCHAR)","SELECT winner FROM table_name_56 WHERE tournament = ""graz-seiersberg""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT AVG(points) FROM table_name_4 WHERE engine = ""climax straight-4"" AND year < 1958",What is the average Points when the engine was a climax straight-4 earlier than 1958?,"CREATE TABLE table_name_4 (points INTEGER, engine VARCHAR, year VARCHAR)","SELECT AVG(points) FROM table_name_4 WHERE engine = ""climax straight-4"" AND year < 1958",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT DISTINCT winner_name, winner_rank FROM matches ORDER BY winner_age LIMIT 3",Find the name and rank of the 3 youngest winners across all matches.,"CREATE TABLE matches (winner_name VARCHAR, winner_rank VARCHAR, winner_age VARCHAR)","SELECT winner_name, winner_rank, winner_age FROM matches ORDER BY winner_age LIMIT 3",0.8571428521541952,0.5999999950000001,0.8571428521541952,0,0.6677604630703731
"SELECT high_points FROM table_23284271_10 WHERE record = ""53-27""",Who has the high points when 53-27 is the record?,"CREATE TABLE table_23284271_10 (high_points VARCHAR, record VARCHAR)","SELECT high_points FROM table_23284271_10 WHERE record = ""53-27""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT date FROM table_name_2 WHERE record = ""1-0""",What is the date of the Cubs game when the Cubs had a record of 1-0?,"CREATE TABLE table_name_2 (date VARCHAR, record VARCHAR)","SELECT date FROM table_name_2 WHERE record = ""1-0""",0.999999995,0.999999995,0.999999995,1,1.0
SELECT release_format FROM table_name_48 WHERE release_date > 1979,What type of format was released after 1979?,"CREATE TABLE table_name_48 (release_format VARCHAR, release_date INTEGER)",SELECT release_format FROM table_name_48 WHERE release_date > 1979,0.999999995,0.999999995,0.999999995,1,1.0
"SELECT result FROM table_name_37 WHERE venue = ""singapore"" AND date = ""september 8, 1996""","what is the result when the venue is singapore on september 8, 1996?","CREATE TABLE table_name_37 (result VARCHAR, venue VARCHAR, date VARCHAR)","SELECT result FROM table_name_37 WHERE venue = ""singapore"" AND date = ""september 8, 1996""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT rank FROM table_name_75 WHERE games = ""2009 hanoi""",What was the rank in the 2009 Hanoi Games?,"CREATE TABLE table_name_75 (rank VARCHAR, games VARCHAR)","SELECT rank FROM table_name_75 WHERE games = ""1""",0.823529406782007,0.7999999950222222,0.823529406782007,0,0.7965485887268619
"SELECT stadium FROM table_name_65 WHERE visiting_team = ""new york jets""",Where were the New York Jets visiting?,"CREATE TABLE table_name_65 (stadium VARCHAR, visiting_team VARCHAR)","SELECT stadium FROM table_name_65 WHERE visiting_team = ""new york jets""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT country FROM table_name_44 WHERE opponent = ""sampdoria""",What country had an opponent of Sampdoria?,"CREATE TABLE table_name_44 (country VARCHAR, opponent VARCHAR)","SELECT country FROM table_name_44 WHERE opponent = ""sampdoria""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT title FROM table_10610087_3 WHERE written_by = ""Denis Leary, Peter Tolan and Evan Reilly""","What is the title of the episode written by denis leary, peter tolan and evan reilly?","CREATE TABLE table_10610087_3 (title VARCHAR, written_by VARCHAR)","SELECT title FROM table_10610087_3 WHERE written_by = ""Dennis Leary, Peter Tolan, Evan Reilly""",0.8148148098216735,0.6399999950080001,0.8148148098216735,0,0.7522135016840221
"SELECT score FROM table_name_88 WHERE player = ""fredrik jacobson""",What was Fredrik Jacobson's score?,"CREATE TABLE table_name_88 (score VARCHAR, player VARCHAR)","SELECT score FROM table_name_88 WHERE player = ""fredrik jacobson""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT score FROM table_name_33 WHERE third_place = ""stefan edberg""",What is the score with third place of stefan edberg?,"CREATE TABLE table_name_33 (score VARCHAR, third_place VARCHAR)","SELECT score FROM table_name_33 WHERE third_place = ""stefan edberg""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT COUNT(no_in_series) FROM table_2226817_6 WHERE original_air_date = ""October 28, 1990""","How many series numbers do the episodes originally aired on October 28, 1990?","CREATE TABLE table_2226817_6 (no_in_series VARCHAR, original_air_date VARCHAR)","SELECT COUNT(no_in_series) FROM table_2226817_6 WHERE original_air_date = ""October 28, 1990""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT vote_percentage FROM table_26375386_18 WHERE couple = ""Heather and Matt""",What was the vote % of Heather and Matt?,"CREATE TABLE table_26375386_18 (vote_percentage VARCHAR, couple VARCHAR)","SELECT vote_percentage FROM table_26375386_18 WHERE couple = ""Heather and Matt""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT MAX(enrollment) FROM table_28243691_1 WHERE institution = ""University of North Texas""",What was the highest number of students in attendance for the university of north texas?,"CREATE TABLE table_28243691_1 (enrollment INTEGER, institution VARCHAR)","SELECT MAX(enrollment) FROM table_28243691_1 WHERE institution = ""University of North Texas""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT gdp__billion_us$_ FROM table_name_29 WHERE gdp_per_capita__us$_ = ""8,861""","What is the GDP (billion US$) of the country that has a GDP per capita (US$) of 8,861?","CREATE TABLE table_name_29 (gdp__billion_us$_ VARCHAR, gdp_per_capita__us$_ VARCHAR)","SELECT gdp__billion_us$_ FROM table_name_29 WHERE gdp_per_capita__us$_ = ""8,8",0.874999995,0.8571428521428571,0.874999995,0,0.9309145770394681
"SELECT manufacturer FROM table_name_5 WHERE year > 1966 AND start < 5 AND team = ""wood"" AND finish = 35","WHAT MANUFACTURER AFTER 1966 HAD A START SMALLER THAN 5, A WOOD TEAM AND FINISHED 35?","CREATE TABLE table_name_5 (manufacturer VARCHAR, finish VARCHAR, team VARCHAR, year VARCHAR, start VARCHAR)","SELECT manufacturer FROM table_name_5 WHERE year < 1966 AND start > 5 AND team = ""wood""",0.9374999950195313,0.6470588185986159,0.8124999950195313,0,0.6309995574352054
"SELECT district FROM table_19753079_8 WHERE incumbent = ""George Miller""",What district did George Miller belong to?,"CREATE TABLE table_19753079_8 (district VARCHAR, incumbent VARCHAR)","SELECT district FROM table_19753079_8 WHERE incumbent = ""George Miller""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT date FROM table_name_45 WHERE home_team = ""hawthorn""",On what date was Hawthorn the home team?,"CREATE TABLE table_name_45 (date VARCHAR, home_team VARCHAR)","SELECT date FROM table_name_45 WHERE home_team = ""hawthorn""",0.999999995,0.999999995,0.999999995,1,1.0
"SELECT release_date FROM table_name_92 WHERE l3_cache = ""6 mb"" AND part_number_s_ = ""by80607005259aabx80607i7740qm""",What is the release date of the 6 mb L3 cache with the part number by80607005259aabx80607i7740qm?,"CREATE TABLE table_name_92 (release_date VARCHAR, l3_cache VARCHAR, part_number_s_ VARCHAR)","SELECT release_date FROM table_name_92 WHERE l3_cache = ""6 mb",0.7619047570068028,0.6999999952000001,0.7619047570068028,0,0.513417119032592
"SELECT decision FROM table_name_71 WHERE visitor = ""chicago""",What was the decision of the Kings game when Chicago was the visiting team?,"CREATE TABLE table_name_71 (decision VARCHAR, visitor VARCHAR)","SELECT decision FROM table_name_71 WHERE visitor = ""chicago""",0.999999995,0.999999995,0.999999995,1,1.0
SELECT MAX(interview) FROM table_name_98 WHERE swimsuit < 8.838,What is the greatest interview that has a swimsuit less than 8.838?,"CREATE TABLE table_name_98 (interview INTEGER, swimsuit INTEGER)",SELECT MAX(interview) FROM table_name_98 WHERE swimsuit > 8.838,0.888888883888889,0.749999995,0.888888883888889,0,0.8666415730847504
"SELECT pop__2010_ FROM table_18600760_7 WHERE county = ""Cavalier"" AND geo_id > 3801931620.0","In Cavalier County and the geo id is larger than 3801931620.0, what is the population?","CREATE TABLE table_18600760_7 (pop__2010_ VARCHAR, county VARCHAR, geo_id VARCHAR)",SELECT COUNT(pop__2010_) FROM table_18600760_7 WHERE county =,0.59999999545,0.44444444000000005,0.59999999545,0,0.47680700661083747
"SELECT release_date FROM table_1681535_1 WHERE notes = ""Bonus interview with Peter Purves""",What is the release date of the bonus interview with Peter Purves?,"CREATE TABLE table_1681535_1 (release_date VARCHAR, notes VARCHAR)","SELECT release_date FROM table_1681535_1 WHERE notes = ""Bonus interview""",0.7619047570068028,0.7368421003878117,0.7619047570068028,0,0.795821448340045
